Web of science search,Initials ,FRED? (y/n),Warming experiment? (y/n),Should be in Warming dataset? (y/n),Should be in FRED? (y/n),In SH thesis (y/n),Data Extracted?,Which Protocol?,Rationale for exclusion from AU warming database,Data source,Entered in FRED?,2025 Notes,Initials,Notes,Experiment or Gradient (Selena),Species (Selena),Traits (Selena),Notes (Selena),Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISSN,eISSN,Publication Date,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,UT (Unique WOS ID)
WOS2020,AML,n,n,y,for FRED 5.0,n,complete,"Claude Fig 2-5, Table 1, 2, 4",,Not found,NA,subarctic to temperate climate,MY,,latitudinal gradient,,fine root traits,,J,"Ostonen, I; Helmisaari, HS; Borken, W; Tedersoo, L; Kukumagi, M; Bahram, M; Lindroos, AJ; Nojd, P; Uri, V; Merila, P; Asi, E; Lohmus, K",,,,"Ostonen, Ivika; Helmisaari, Helja-Sisko; Borken, Werner; Tedersoo, Leho; Kukumaegi, Mai; Bahram, Mohammad; Lindroos, Antti-Jussi; Nojd, Pekka; Uri, Veiko; Merila, Paivi; Asi, Endla; Lohmus, Krista",,,Fine root foraging strategies in Norway spruce forests across a European climate gradient,GLOBAL CHANGE BIOLOGY,"Fine root acclimation to different environmental conditions is crucial for growth and sustainability of forest trees. Relatively small changes in fine root standing biomass (FRB), morphology or mycorrhizal symbiosis may result in a large change in forest carbon, nutrient and water cycles. We elucidated the changes in fine root traits and associated ectomycorrhizal (EcM) fungi in 12 Norway spruce stands across a climatic and N deposition gradient from subarctic-boreal to temperate regions in Europe (68 N-48 N). We analysed the standing FRB and the ectomycorrhizal root tip biomass (EcMB, g m(-2)) simultaneously with measurements of the EcM root morphological traits (e. g. mean root length, root tissue density (RTD), N% in EcM roots) and frequency of dominating EcM fungi in different stands in relation to climate, soil and site characteristics. Latitude and N deposition explained the greatest proportion of variation in fine root traits. EcMB per stand basal area (BA) increased exponentially with latitude: by about 12.7 kg m(-2) with an increase of 10 latitude from southern Germany to Estonia and southern Finland and by about 44.7 kg m(-2) with next latitudinal 10 from southern to northern Finland. Boreal Norway spruce forests had 4.5 to 11 times more EcM root tips per stand BA, and the tips were 2.1 times longer, with 1.5 times higher RTD and about 1/3 lower N concentration. There was 19% higher proportion of root tips colonized by long-distance exploration type forming EcM fungi in the southern forests indicating importance of EcM symbiont foraging strategy in fine root nutrient acquisition. In the boreal zone, we predict ca. 50% decrease in EcMB per stand BA with an increase of 2 degrees C annual mean temperature. Different fine root foraging strategies in boreal and temperate forests highlight the importance of complex studies on respective regulatory mechanisms in changing climate.",,,,"Ostonen, Ivika/G-9874-2015; Bahram, Mohammad/A-9766-2010; Tedersoo, Leho/H-3541-2012; Tedersoo, Leho/ABE-7452-2020; Kukumagi, Mai/F-1121-2017","Ostonen, Ivika/0000-0001-9043-6083; Kukumagi, Mai/0000-0002-2313-148X; Helmisaari, Helja-Sisko/0000-0002-3056-7820; Uri, Veiko/0000-0002-1774-4079; Merila, Paivi/0000-0002-1315-6130",,,,,,,,,,,,1354-1013,1365-2486,1354-1013,1365-2486,DEC,2011,17,12,3620,3632,,10.1111/j.1365-2486.2011.02501.x,,,WOS:000296710600009
WOS2020,AML,n,n,y,y,n,complete,"PlotDigitizer: Fig 2, 4, 5, 7",,Not found,"mandatory fields and graphs (fig 3) entered except for collection method
not entered (climate related): F01220, F01219
not all ancillary data entered",,MY,tibetian plateau,experimental warming,,biomass,,J,"Peng, F; Xue, X; You, QG; Xu, MH; Chen, X; Guo, J; Wang, T",,,,"Peng, Fei; Xue, Xian; You, Quangang; Xu, Manhou; Chen, Xiang; Guo, Jian; Wang, Tao",,,Intensified plant N and C pool with more available nitrogen under experimental warming in an alpine meadow ecosystem,ECOLOGY AND EVOLUTION,"Nitrogen (N) availability is projected to increase in a warming climate. But whether the more available N is immobilized by microbes (thus stimulates soil carbon (C) decomposition), or is absorbed by plants (thus intensifies C uptake) remains unknown in the alpine meadow ecosystem. Infrared heaters were used to simulate climate warming with a paired experimental design. Soil ammonification, nitrification, and net mineralization were obtained by in situ incubation in a permafrost region of the Qinghai-Tibet Plateau (QTP). Available N significantly increased due to the stimulation of net nitrification and mineralization in 0-30 cm soil layer. Microbes immobilized N in the end of growing season in both warming and control plots. The magnitude of immobilized N was lower in the warming plots. The root N concentration significantly reduced, but root N pool intensified due to the significant increase in root biomass in the warming treatment. Our results suggest that a warming-induced increase in biomass is the major N sink and will continue to stimulate plant growth until plant N saturation, which could sustain the positive warming effect on ecosystem productivity.",,,,"manhou, xu/AAA-3630-2019; You, Quan Gang/L-8934-2019; Peng, Fei/AAO-8461-2020","Peng, Fei/0000-0002-5816-4898; manhou, xu/0000-0001-7558-6227",,,,,,,,,,,,2045-7758,,2045-7758,,DEC,2016,6,23,8546,8555,,10.1002/ece3.2583,,,WOS:000392062100020
WOS2020,MK,n,y,y,y,n,complete,"Claude: Fig 5, Table 1
ChatGPT: Table 2",,Not found,"mandatory fields and graphs (fig 5) entered except for collection method
not entered (climate related): F01220, F01219
not all ancillary data entered",arctic,MY,root production,warming exp,,root production,,J,"Radville, L; Post, E; Eissenstat, DM",,,,"Radville, Laura; Post, Eric; Eissenstat, David M.",,,On the sensitivity of root and leaf phenology to warming in the Arctic,ARCTIC ANTARCTIC AND ALPINE RESEARCH,"Temperature is commonly assumed to act as the primary constraint on the timing of plant growth, and strong advances in plant phenology have been seen with recent atmospheric warming. The influence of temperature on the timing of root growth, however, is less clear, and controls on root phenology are not well understood. The influence of temperature on above- and belowground phenology is particularly important in the Arctic, where most plant biomass is belowground and warming is occurring at a higher rate than in other ecosystems. We examined the influence of experimental warming on graminoid and shrub communities in the Arctic in southern west Greenland. We found that warming since 2012 did not advance the timing of aboveground seasonal dynamics during two years or belowground seasonal dynamics during three years. We suggest that growing-season temperature may no longer be the primary constraint on plant phenology at this site, and plant phenological responses to future warming at the site may consequently be weaker.",,,,"Eissenstat, David/AAE-2793-2020",,,,,,,,,,,,,1523-0430,1938-4246,1523-0430,1938-4246,MAY 4,2018,50,1,,,e1414457,10.1080/15230430.2017.1414457,,,WOS:000438748600001
WOS2020,MK,n,n,y,for FRED temporal,n,complete,"PlotDigitizer: Fig 1, 2
ChatGPT: Table 1, 2",fine roots (g dm-3) and coarse root (g dm-3) biomass not in FRED,Not found,for FRED temporal,,MY,subarctic,experimental warming,,root biomass,,J,"Rinnan, R; Michelsen, A; Jonasson, S",,,,"Rinnan, Riikka; Michelsen, Anders; Jonasson, Sven",,,"Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem",APPLIED SOIL ECOLOGY,"Climatic warming leads to the expansion of deciduous shrubs and trees in the Arctic. This leads to higher leaf litter inputs, which together with warming may alter the rate of carbon and nutrient cycling in the arctic ecosystems. We assessed effects of factorial warming and additional litter on the soil ecosystem of a subarctic heath in a 7-year-long field experiment. Fine root biomass, dissolved organic carbon (DOC) and total C concentration increased in response to warming, which probably was a result of the increased vegetation cover. Litter addition increased the concentration of inorganic P in the uppermost 5 cm soil, while decreasing the pool of total P per unit area of the organic profile and having no significant effects on N concentrations or pools. Microbial biomass C and N were unaffected by the treatments, while the microbial biomass P increased significantly with litter addition. Soil ergosterol concentration was also slightly increased by the added litter in the uppermost soil, although not statistically significantly. According to a principal component analysis of the phospholipid fatty acid profiles, litter addition differed from the other treatments by increasing the relative proportion of biomarkers for Gram-positive bacteria. The combined warming plus litter addition treatment decreased the soil water content in the uppermost 5 cm soil, which was a likely reason for many interactions between the effects of warming and litter addition. The soil organic matter quality of the combined treatment was also clearly different from the control based on a near-infrared reflectance (NIR) spectroscopic analysis, implying that the treatment altered the composition of soil organic matter. However, it appears that the biological processes and the microbial community composition responded more to the soil and litter moisture conditions than to the change in the quality of the organic matter. (C) 2008 Elsevier B.V. All rights reserved.",,,,"Rinnan, Riikka/C-9771-2010; Michelsen, Anders/L-5279-2014; Rinnan, Riikka/AAB-8552-2019","Rinnan, Riikka/0000-0001-7222-700X; Michelsen, Anders/0000-0002-9541-8658; Rinnan, Riikka/0000-0001-7222-700X",,,,,,,,,,,,0929-1393,,0929-1393,,JUL,2008,39,3,271,281,,10.1016/j.apsoil.2007.12.014,,,WOS:000256204500004
WOS2020,AML,n,n,y,for FRED 5.0,n,complete,"Claude: Fig 1, 4, 5",,Not found,NA,rocky moutains,MY,mycorrhizal data ,experimental warming,,,,J,"Rudgers, JA; Kivlin, SN; Whitney, KD; Price, MV; Waser, NM; Harte, J",,,,"Rudgers, Jennifer A.; Kivlin, Stephanie N.; Whitney, Kenneth D.; Price, Mary V.; Waser, Nickolas M.; Harte, John",,,Responses of high-altitude graminoids and soil fungi to 20 years of experimental warming,ECOLOGY,"High-elevation ecosystems are expected to be particularly sensitive to climate warming because cold temperatures constrain biological processes. Deeper understanding of the consequences of climate change will come from studies that consider not only the direct effects of temperature on individual species, but also the indirect effects of altered species interactions. Here we show that 20 years of experimental warming has changed the species composition of graminoid (grass and sedge) assemblages in a subalpine meadow of the Rocky Mountains, USA, by increasing the frequency of sedges and reducing the frequency of grasses. Because sedges typically have weak interactions with mycorrhizal fungi relative to grasses, lowered abundances of arbuscular mycorrhizal (AM) fungi or other root-inhabiting fungi could underlie warming-induced shifts in plant species composition. However, warming increased root colonization by AM fungi for two grass species, possibly because AM fungi can enhance plant water uptake when soils are dried by experimental warming. Warming had no effect on AM fungal colonization of three other graminoids. Increased AM fungal colonization of the dominant shrub Artemisia tridentata provided further grounds for rejecting the hypothesis that reduced AM fungi caused the shift from grasses to sedges. Non-AM fungi (including dark septate endophytes) also showed general increases with warming. Our results demonstrate that lumping grasses and sedges when characterizing plant community responses can mask significant shifts in the. responses of primary producers, and their symbiotic fungi, to climate change.",,,,"Whitney, Kenneth D/B-2971-2011","Whitney, Kenneth D/0000-0002-2523-5469",,,,,,,,,,,,0012-9658,1939-9170,0012-9658,1939-9170,JUL,2014,95,7,1918,1928,,10.1890/13-1454.1,,,WOS:000339470500020
WOS2020,VS,n,n,n,n,n,complete - no relevant graphs to extract from,NA,"No relevant graphs/tables to extract from, mainly effect sizes and pictures",Not found,NA,,MY,"Meta analysis, no new data. They do share the dataset they pulled from the literature in their supplemental files… could save some data entry or their literature list could be compared to ours to see if they found anything we did not.",experimental warming,,root biomass,,J,"Salazar, A; Rousk, K; Jonsdottir, IS; Bellenger, JP; Andresson, OS",,,,"Salazar, Alejandro; Rousk, Kathrin; Jonsdottir, Ingibjorg S.; Bellenger, Jean-Philippe; Andresson, Olafur S.",,,Faster nitrogen cycling and more fungal and root biomass in cold ecosystems under experimental warming: a meta-analysis,ECOLOGY,"Warming can alter the biogeochemistry and ecology of soils. These alterations can be particularly large in high northern latitude ecosystems, which are experiencing the most intense warming globally. In this meta-analysis, we investigated global trends in how experimental warming is altering the biogeochemistry of the most common limiting nutrient for biological processes in cold ecosystems of high northern latitudes (>50 degrees): nitrogen (N). For comparison, we also analyzed cold ecosystems at intermediate and high southern latitudes. In addition, we examined N-relevant genes and enzymes, and the abundance of belowground organisms. Together, our findings suggest that warming in cold ecosystems increases N mineralization rates and N2O emissions and does not affect N fixation, at least not in a consistent way across biomes and conditions. Changes in belowground N fluxes caused by warming lead to an accumulation of N in the forms of dissolved organic and root N. These changes seem to be more closely linked to increases in enzyme activity that target relatively labile N sources, than to changes in the abundance of N-relevant genes (e.g., amoA and nosZ). Finally, our analysis suggests that warming in cold ecosystems leads to an increase in plant roots, fungi, and (likely in an indirect way) fungivores, and does not affect the abundance of archaea, bacteria, or bacterivores. In summary, our findings highlight global trends in the ways warming is altering the biogeochemistry and ecology of soils in cold ecosystems, and provide information that can be valuable for prediction of changes and for management of such ecosystems.",,,,"Rousk, Kathrin/H-8836-2013","Rousk, Kathrin/0000-0003-3140-9864; Salazar, Alejandro/0000-0002-0798-882X",,,,,,,,,,,,0012-9658,1939-9170,0012-9658,1939-9170,FEB,2020,101,2,,,e02938,10.1002/ecy.2938,,,WOS:000513811400021
WOS2020,AML,n,n,y,y,n,complete,"Claude: Fig 2-6
ChatGPT: Table 1",,Not found,"mandatory fields and graphs (fig 2 belowground) entered except for collection method
not entered (climate related): F01220, F01219
not all ancillary data entered",Alps,MY,,chambers treatment,,above and belowground biomass,,J,"Schappi, B; Korner, C",,,,"Schappi, B; Korner, C",,,Growth responses of an alpine grassland to elevated CO2,OECOLOGIA,"Alpine plant species have been shown to exhibit a more pronounced increase in leaf photosynthesis under elevated CO2 than lowland plants. In order to test whether this higher carbon fixation efficiency will translate into increased biomass production under CO2 enrichment we exposed plots of narrow alpine grassland (Swiss Central Alps, 2470 m) to ambient (355 mu l l(-1)) and elevated (680 mu l l(-1)) CO2 concentration using open top chambers. Part of the plots received moderate mineral nutrient additions (40 kg ha(-1) year(-1) of nitrogen in a complete fertilizer mix). Under natural nutrient supply CO2 enrichment had no effect on biomass production per unit land area during any of the three seasons studied so far. Correspondingly, the dominant species Carex curvula and Leontodon helveticus as well as Trifolium alpinum did not show a growth response either at the population level or at the shoot level. However, the subdominant generalistic species Poa alpina strongly increased shoot growth (+47%). Annual root production (in ingrowth cores) was significantly enhanced in C. curvula in the 2nd and 3rd year of investigation (+43%) but was not altered in the bulk samples for all species. Fertilizer addition generally stimulated above-ground (+48%) and below-ground (+26%) biomass production right from the beginning. Annual variations in weather conditions during summer also strongly influenced above-ground biomass production (19-27% more biomass in warm seasons compared to cool seasons). However, neither nutrient availability nor climate had a significant effect on the CO2 response of the plants. Our results do not support the hypothesis that alpine plants, due to their higher carbon uptake efficiency, will increase biomass production under future atmospheric CO2 enrichment, at least not in such late successional communities. However, as indicated by the response of P. alpina, species-specific responses occur which may lead to altered community structure and perhaps ecosystem functioning in the long-term. Our findings further suggest that possible climatic changes are likely to have a greater impact on plant growth in alpine environments than the direct stimulation of photosynthesis by CO2. Counter-intuitively, our results suggest that even under moderate climate warming or enhanced atmospheric nitrogen deposition positive biomass responses to CO2 enrichment of the currently dominating species are unlikely.",,,,"Korner, Christian C/B-6592-2014",,,,,,,,,,,,,0029-8549,1432-1939,0029-8549,1432-1939,JAN,1996,105,1,43,52,,10.1007/BF00328790,,,WOS:A1996TR65400006
WOS2020,RL,n,n,y,for FRED temporal,n,complete,"Claude: Fig 1-5 , Table 1, 3",plant biomass (g m^-2 year^-1) units doesn't match FRED,Not found,for FRED temporal,arctic,MY,"Mineralization and nutrient distribution in plants and microbes, can be useful in Discussion. Root biomass and production for one of the four sites are in Shaver and Chapin (1991), root biomass data for another site ""Nadelhoffer et al. (unpublished)"".",experimental warming,,"plant biomass, root production",,J,"Schmidt, IK; Jonasson, S; Shaver, GR; Michelsen, A; Nordin, A",,,,"Schmidt, IK; Jonasson, S; Shaver, GR; Michelsen, A; Nordin, A",,,Mineralization and distribution of nutrients in plants and microbes in four arctic ecosystems: responses to warming,PLANT AND SOIL,"Mineralization and nutrient distribution in plants and microbes were studied in four arctic ecosystems at Abisko, Northern Sweden and Toolik Lake, Alaska, which have been subjected to long-term warming with plastic greenhouses. Net mineralization and microbial immobilization were studied by the buried bag method and ecosystem pool sizes of C, N and P were determined by harvest methods. The highest amounts of organic N and P were bound in the soil organic matter. Microbial N and P constituted the largest labile pools often equal to (N) or exceeding (P) the amounts stored in the vegetation. Despite large pools of N and P in the soil, net mineralization of N and P was generally low during the growing season, except in the wet sedge tundra, and in most cases lower than the plant uptake requirement. In contrast, the microorganisms immobilized high amounts of nutrients in the buried bags during incubation. The same high immobilization was not observed in the surrounding soil, where the microbial nutrient content in most cases remained constant or decreased over the growing season. This suggests that the low mineralization measured in many arctic ecosystems over the growing season is due to increased immobilization by soil microbes when competition from plant roots is prevented. Furthermore, it suggests that plants compete well with microbes for nutrients in these four ecosystems. Warming increased net mineralization in several cases, which led to increased assimilation of nutrients by plants but not by the microbes.",,,,"Michelsen, Anders/L-5279-2014; Schmidt, Inger K/A-6230-2015","Michelsen, Anders/0000-0002-9541-8658; Schmidt, Inger K/0000-0003-3880-2060",,,,,,,,,,,,0032-079X,,0032-079X,,MAY,2002,242,1,93,106,,10.1023/A:1019642007929,,,WOS:000177329200006
WOS2020,GB-W,n,n,n,n,n,NA,NA,no root traits,Not found,NA,arctic,MY,fungal paper,experimental warming,,,,J,"Semenova, TA; Morgado, LN; Welker, JM; Walker, MD; Smets, E; Geml, J",,,,"Semenova, Tatiana A.; Morgado, Luis N.; Welker, Jeffrey M.; Walker, Marilyn D.; Smets, Erik; Geml, Jozsef",,,Long-term experimental warming alters community composition of ascomycetes in Alaskan moist and dry arctic tundra,MOLECULAR ECOLOGY,"Arctic tundra regions have been responding to global warming with visible changes in plant community composition, including expansion of shrubs and declines in lichens and bryophytes. Even though it is well known that the majority of arctic plants are associated with their symbiotic fungi, how fungal community composition will be different with climate warming remains largely unknown. In this study, we addressed the effects of long-term (18years) experimental warming on the community composition and taxonomic richness of soil ascomycetes in dry and moist tundra types. Using deep Ion Torrent sequencing, we quantified how OTU assemblage and richness of different orders of Ascomycota changed in response to summer warming. Experimental warming significantly altered ascomycete communities with stronger responses observed in the moist tundra compared with dry tundra. The proportion of several lichenized and moss-associated fungi decreased with warming, while the proportion of several plant and insect pathogens and saprotrophic species was higher in the warming treatment. The observed alterations in both taxonomic and ecological groups of ascomycetes are discussed in relation to previously reported warming-induced shifts in arctic plant communities, including decline in lichens and bryophytes and increase in coverage and biomass of shrubs.",,,,"Geml, Jozsef/C-2223-2018; Geml, Jozsef/AAW-9993-2020; Smets, Erik F/A-9875-2011","Geml, Jozsef/0000-0001-8745-0423; Smets, Erik F/0000-0002-9416-983X",,,,,,,,,,,,0962-1083,1365-294X,0962-1083,1365-294X,JAN,2015,24,2,424,437,,10.1111/mec.13045,,,WOS:000348061600012
WOS2020,AML,n,n,y,for FRED 5.0,n,complete,Claude: Fig 1 ,,Not found,NA,alpine,MY,,climate warming,,"SRL, root C, N ",,J,"Soudzilovskaia, NA; Elumeeva, TG; Onipchenko, VG; Shidakov, II; Salpagarova, FS; Khubiev, AB; Tekeev, DK; Cornelissen, JHC",,,,"Soudzilovskaia, Nadejda A.; Elumeeva, Tatiana G.; Onipchenko, Vladimir G.; Shidakov, Islam I.; Salpagarova, Fatima S.; Khubiev, Anzor B.; Tekeev, Dzhamal K.; Cornelissen, Johannes H. C.",,,Functional traits predict relationship between plant abundance dynamic and long-term climate warming,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Predicting climate change impact on ecosystem structure and services is one of the most important challenges in ecology. Until now, plant species response to climate change has been described at the level of fixed plant functional types, an approach limited by its inflexibility as there is much interspecific functional variation within plant functional types. Considering a plant species as a set of functional traits greatly increases our possibilities for analysis of ecosystem functioning and carbon and nutrient fluxes associated therewith. Moreover, recently assembled large-scale databases hold comprehensive per-species data on plant functional traits, allowing a detailed functional description of many plant communities on Earth. Here, we show that plant functional traits can be used as predictors of vegetation response to climate warming, accounting in our test ecosystem (the species-rich alpine belt of Caucasus mountains, Russia) for 59% of variability in the per-species abundance relation to temperature. In this mountain belt, traits that promote conservative leaf water economy (higher leaf mass per area, thicker leaves) and large investments in belowground reserves to support next year's shoot buds (root carbon content) were the best predictors of the species increase in abundance along with temperature increase. This finding demonstrates that plant functional traits constitute a highly useful concept for forecasting changes in plant communities, and their associated ecosystem services, in response to climate change.",,,,"Onipchenko, Vladimir G./V-4244-2018; Soudzilovskaia, Nadejda A./N-4140-2015; Elumeeva, Tatiana/O-9062-2016","Onipchenko, Vladimir G./0000-0002-1626-1171; Onipchenko, Vladimir/0000-0002-4930-3112; Elumeeva, Tatiana/0000-0003-0589-830X",,,,,,,,,,,,0027-8424,,0027-8424,,NOV 5,2013,110,45,18180,18184,,10.1073/pnas.1310700110,,,WOS:000326550800046
WOS2020,GB-W,n,n,y,for FRED temporal,n,complete,"Claude: Fig 1, 2, Table 1",fine root production rate (g m^-2 d^-1) not found in FRED but FRED has Root growth_Fraction peak production (F00513),Not found,for FRED Temporal,arctic AK,MY,,,,fine root growth,,J,"Sullivan, PF; Ellison, SBZ; McNown, RW; Brownlee, AH; Sveinbjornsson, B",,,,"Sullivan, Patrick F.; Ellison, Sarah B. Z.; McNown, Robert W.; Brownlee, Annalis H.; Sveinbjoernsson, Bjartmar",,,Evidence of soil nutrient availability as the proximate constraint on growth of treeline trees in northwest Alaska,ECOLOGY,"The position of the Arctic treeline, which is a key regulator of surface energy exchange and carbon cycling, is widely thought to be controlled by temperature. Here, we present evidence that soil nutrient availability, rather than temperature, may be the proximate control on growth of treeline trees at our study site in northwest Alaska. We examined constraints on growth and allocation of white spruce in three contrasting habitats. The habitats had similar aboveground climates, but soil temperature declined from the riverside terrace to the forest to the treeline. We identified six lines of evidence that conflict with the hypothesis of direct temperature control and/or point to the importance of soil nutrient availability. First, the magnitude of aboveground growth declined from the terrace to the forest to the treeline, along gradients of diminishing soil nitrogen (N) availability and needle N concentration. Second, peak rates of branch extension, main stem radial and fine-root growth were generally not coincident with seasonal air and soil temperature maxima. At the treeline, in particular, rates of aboveground and fine-root growth declined well before air and soil temperatures reached their seasonal peaks. Third, in contrast with the hypothesis of temperature-limited growth, growing season average net photosynthesis was positively related to the sum of normalized branch extension, main stem radial and fine-root growth across trees and sites. Fourth, needle nonstructural carbohydrate concentration was significantly higher on the terrace, where growth was greatest. Fifth, annual branch extension growth was positively related to snow depth, consistent with the hypothesis that deeper snow promotes microbial activity and greater soil nutrient availability. Finally, the tree ring record revealed a large growth increase during late 20th-century climate warming on the terrace, where soil N availability is relatively high. Meanwhile, trees in the forest and at the treeline showed progressively smaller growth increases. Our results suggest temperature effects on tree growth at our study sites may be mediated by soil nutrient availability, making responses to climate change more complex and our ability to interpret the tree ring record more challenging than previously thought.",,,,,"Sullivan, Patrick/0000-0002-8015-3036",,,,,,,,,,,,0012-9658,1939-9170,0012-9658,1939-9170,MAR,2015,96,3,716,727,,10.1890/14-0626.1,,,WOS:000351275800012
WOS2020,RL,n,n,n,n,n,complete - no relevant graphs to extract from,NA,"No relevant graphs/tables to extract from, mainly Shannon diversity and PCA",Not found,NA,,MY,Arctic; Microbes in rhizosphere vs non-rhizosphere soil; may be useful for Discussion,incubation,,,,J,"Tam, L; Derry, AM; Kevan, PG; Trevors, JT",,,,"Tam, L; Derry, AM; Kevan, PG; Trevors, JT",,,Functional diversity and community structure of microorganisms in rhizosphere and non-rhizosphere Canadian arctic soils,BIODIVERSITY AND CONSERVATION,"Functional diversities of microorganisms in arctic soil samples at three incubation temperatures were assessed using sole-carbon-source-utilization (SCSU). Soil samples from four sites were collected from the rhizosphere and non-rhizosphere soils. Microorganisms were extracted from samples and inoculated into ECO-Biolog plates and incubated at 4, 10 and 28 degreesC. Calculations of Shannon-Weaver diversity and Shannon-Weaver evenness were based on the substrate utilization in the Biolog plates. Shannon-Weaver diversities (H') in rhizosphere samples were significantly greater ((x) over bar (H') = 3.023 +/- 0.197; P < 0.005) than in non-rhizosphere samples ((h) over bar (H') = 2.770 +/- 0.154). Similarly, the evenness (E) of the inoculated microbial cells exhibited significant differences (P < 0.005) between the rhizosphere and non-rhizosphere soil samples ((x) over bar (E) = 0.880 +/- 0.057 for soils with rhizosphere; (x) over bar (E) = 0.807 +/- 0.044 for non-rhizosphere samples). Higher microbial diversity and evenness were observed in samples incubated at 4 degreesC than at 28 degreesC [least significant difference (lsd) = 0.29], and evenness indices were higher in rhizosphere samples than in non-rhizosphere soils incubated at all three temperatures (lsd = 0.02). Principal component analysis (PCA) of the multivariate data set differentiated the soil samples on the relatively gross scale of microbial communities isolated from rhizosphere and non-rhizosphere soils at all three temperatures.",,,,,"Derry, Alison/0000-0001-5768-8027",,,,,,,,,,,,0960-3115,,0960-3115,,,2001,10,11,1933,1947,,10.1023/A:1013143503902,,,WOS:000172590200008
WOS2020,AML,n,n,n,n,n,NA,NA,ectomycorrhizal but no root trait data,Not found,NA,,MY,arctic,bioclimatic gradient,,ectomycorrhizal ,fungal only; data source online,J,"Timling, I; Dahlberg, A; Walker, DA; Gardes, M; Charcosset, JY; Welker, JM; Taylor, DL",,,,"Timling, I.; Dahlberg, A.; Walker, D. A.; Gardes, M.; Charcosset, J. Y.; Welker, J. M.; Taylor, D. L.",,,Distribution and drivers of ectomycorrhizal fungal communities across the North American Arctic,ECOSPHERE,"Ectomycorrhizal fungi (EMF) form symbioses with a few plant species that comprise a large fraction of the arctic vegetation. Despite their importance, the identity, abundance and distribution of EMF in the Arctic, as well as the key drivers controlling their community composition are poorly understood. In this study, we investigated the diversity and structure of EMF communities across a bioclimatic gradient spanning much of the North American Arctic. We collected roots from two principal arctic ectomycorrhizal host plants, Salix arctica and Dryas integrifolia, typically growing intermingled, at 23 locations stratified across the five bioclimatic subzones of the Arctic. DNA was extracted from ectomycorrhizal root tips and the ITS region was sequenced and phylogenetically analyzed. A total of 242 fungal Operational Taxonomic Units (OTUs) were documented, with 203 OTUs belonging to the Basidiomycota and 39 to the Ascomycota, exceeding the number of previously morphologically described EMF in the Arctic. EMF communities were dominated by a few common and species-rich families such as Thelephoraceae, Inocybaceae, Sebacinaceae, Cortinariaceae, and Pyronemataceae. Both host plants showed similar species richness, with 176 OTUs on Salix arctica and 154 OTUs on Dryas integrifolia. Host plant identity did not affect EMF community composition. The ten most abundant OTUs had a wide geographic distribution throughout the Arctic, and were also found in boreal, temperate and Mediterranean regions, where they were associated with a variety of hosts. Species richness did not decline with increasing latitude. However, EMF community structure changed gradually across the bioclimatic gradient with the greatest similarity between neighboring bioclimatic subzones and locations. EMF community structure was correlated with environmental factors at a regional scale, corresponding to a complex of glaciation history, geology, soil properties, plant productivity and climate. This is the first large-scale study of EMF communities across all five bioclimatic subzones of the North American Arctic, accompanied by an extensive set of environmental factors analyzed to date. While our study provides baseline data to assess shifts of plant and fungi distribution in response to climate change, it also suggests that with ongoing climate warming, EMF community composition may be affected by northward shifts of some taxa.",,,,"Charcosset, Jean-Yves/F-8696-2018; Taylor, Lee/V-1921-2019","Charcosset, Jean-Yves/0000-0002-1561-9856; Taylor, Donald/0000-0002-5985-9210",,,,,,,,,,,,2150-8925,,2150-8925,,NOV,2012,3,11,,,111,10.1890/ES12-00217.1,,,WOS:000327304100019
